"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"32401",6900,"control","kombi",2005,"automatik",224,150000,"diesel","nein"
"32402",1990,"control","kleinwagen",2006,"manuell",69,90000,"benzin","nein"
"32403",1650,"test","kombi",2003,"automatik",116,150000,"diesel","nein"
"32404",1999,"control","limousine",2001,"manuell",75,150000,"benzin","nein"
"32405",1150,"control","kleinwagen",2001,"manuell",60,150000,"benzin","nein"
"32406",25900,"control","limousine",2008,"automatik",235,125000,"diesel","nein"
"32407",8900,"control","kleinwagen",2013,"manuell",69,40000,"benzin","nein"
"32408",5450,"test","suv",2006,"manuell",141,150000,"benzin","nein"
"32409",3850,"test","kombi",2007,"manuell",109,150000,"diesel","nein"
"32410",9999,"test","kleinwagen",2009,"manuell",174,125000,"benzin","nein"
"32411",4999,"control","bus",2005,"manuell",128,150000,"diesel","nein"
"32412",3750,"test","kleinwagen",2004,"manuell",90,150000,"benzin","nein"
"32413",9199,"test","bus",2011,"manuell",90,40000,"benzin","nein"
"32414",3800,"control","kombi",2003,"automatik",150,5000,"benzin","nein"
"32415",3800,"test","kleinwagen",2008,"manuell",75,100000,"benzin","nein"
"32416",7500,"control","limousine",2009,"manuell",160,125000,"benzin","nein"
"32417",850,"control","bus",2001,"manuell",101,150000,"diesel","ja"
"32418",12500,"test","cabrio",2008,"manuell",170,125000,"benzin","nein"
"32419",1200,"control","limousine",2001,"manuell",75,150000,"benzin","ja"
"32420",1700,"control","bus",2003,"manuell",125,150000,"benzin","nein"
"32421",9000,"control","bus",2009,"manuell",122,70000,"benzin","nein"
"32422",18310,"test","limousine",2012,"manuell",150,50000,"diesel","nein"
"32423",600,"test","cabrio",2003,"manuell",109,150000,"benzin","ja"
"32424",12950,"test","limousine",2013,"manuell",105,90000,"diesel","nein"
"32425",2290,"test","kleinwagen",2009,"manuell",54,100000,"benzin","nein"
"32426",20500,"test","limousine",2010,"automatik",184,70000,"diesel","nein"
"32427",1900,"control","limousine",2003,"manuell",105,150000,"benzin","nein"
"32428",18900,"test","limousine",2010,"automatik",245,150000,"diesel","nein"
"32429",1700,"test","kombi",2001,"automatik",197,150000,"diesel","nein"
"32430",4100,"control","limousine",2003,"automatik",184,150000,"diesel","ja"
"32431",1850,"test","kleinwagen",2000,"manuell",75,70000,"benzin","nein"
"32432",3000,"control","limousine",2001,"manuell",118,150000,"benzin","nein"
"32433",9450,"control","limousine",2008,"manuell",160,150000,"benzin","nein"
"32434",2750,"test","limousine",2000,"automatik",116,150000,"diesel","nein"
"32435",4900,"test","limousine",2006,"automatik",224,150000,"diesel","ja"
"32436",3100,"test","limousine",2006,"manuell",75,125000,"benzin","nein"
"32437",10900,"test","bus",2012,"manuell",163,150000,"diesel","nein"
"32438",4999,"test","kombi",2004,"manuell",177,150000,"diesel","nein"
"32439",4199,"test","cabrio",2005,"manuell",109,150000,"benzin","nein"
"32440",21900,"test","limousine",2012,"automatik",177,90000,"diesel","nein"
"32441",14500,"test","kleinwagen",2011,"automatik",179,50000,"benzin","nein"
"32442",1900,"test","kleinwagen",2004,"manuell",64,150000,"benzin","nein"
"32443",1999,"test","kleinwagen",2003,"manuell",101,150000,"benzin","nein"
"32444",12500,"test","limousine",2007,"automatik",190,150000,"diesel","nein"
"32445",9800,"test","kombi",2009,"manuell",239,150000,"diesel","nein"
"32446",4000,"test","limousine",2006,"manuell",140,150000,"diesel","nein"
"32447",28500,"control","limousine",2012,"automatik",258,150000,"diesel","nein"
"32448",8300,"test","kombi",2006,"automatik",179,150000,"diesel","nein"
"32449",4350,"test","kleinwagen",2006,"automatik",80,80000,"benzin","nein"
"32450",3800,"test","kleinwagen",2009,"manuell",84,70000,"benzin","nein"
"32451",5200,"control","bus",2003,"manuell",102,150000,"diesel","nein"
"32452",3450,"test","bus",2007,"manuell",120,150000,"diesel","nein"
"32453",8990,"control","kleinwagen",2010,"manuell",105,80000,"benzin","nein"
"32454",6400,"control","kleinwagen",2009,"manuell",60,40000,"benzin","nein"
"32455",37850,"test","suv",2012,"automatik",245,90000,"diesel","nein"
"32456",4950,"control","kleinwagen",2008,"manuell",86,90000,"benzin","nein"
"32457",25990,"control","suv",2013,"automatik",177,60000,"diesel","nein"
"32458",11500,"control","bus",2001,"automatik",204,150000,"benzin","nein"
"32459",1450,"control","andere",2000,"manuell",122,150000,"diesel","nein"
"32460",6800,"control","bus",2006,"manuell",140,100000,"benzin","nein"
"32461",8500,"test","kombi",2011,"manuell",150,150000,"diesel","nein"
"32462",7500,"test","bus",2008,"automatik",150,150000,"diesel","ja"
"32463",1050,"control","kombi",2003,"manuell",155,150000,"benzin","ja"
"32464",9900,"test","limousine",2012,"manuell",105,150000,"diesel","nein"
"32465",12250,"test","limousine",2012,"automatik",105,50000,"benzin","nein"
"32466",2800,"test","kleinwagen",2005,"manuell",64,100000,"benzin","nein"
"32467",5900,"test","limousine",2001,"automatik",193,150000,"diesel","nein"
"32468",4300,"control","limousine",2003,"automatik",145,150000,"benzin","nein"
"32469",2399,"control","kombi",2004,"manuell",145,150000,"benzin","nein"
"32470",21490,"control","bus",2014,"automatik",102,20000,"diesel","nein"
"32471",1650,"test","kleinwagen",2001,"manuell",58,150000,"benzin","nein"
"32472",7300,"control","kombi",2011,"automatik",140,150000,"diesel","nein"
"32473",4900,"control","bus",2005,"manuell",165,80000,"benzin","nein"
"32474",25400,"control","limousine",2008,"automatik",349,90000,"benzin","nein"
"32475",6290,"control","bus",2006,"manuell",75,90000,"benzin","nein"
"32476",3250,"test","kleinwagen",2009,"manuell",75,100000,"benzin","nein"
"32477",2150,"control","kombi",2002,"manuell",101,150000,"benzin","nein"
"32478",2750,"test","kleinwagen",2005,"automatik",80,100000,"benzin","nein"
"32479",9990,"control","limousine",2011,"automatik",110,150000,"diesel","nein"
"32480",6200,"test","kleinwagen",2012,"manuell",80,20000,"benzin","nein"
"32481",2299,"control","cabrio",2003,"manuell",110,150000,"benzin","nein"
"32482",5900,"control","kleinwagen",2010,"manuell",82,30000,"benzin","nein"
"32483",16900,"test","coupe",2007,"automatik",265,100000,"benzin","nein"
"32484",12000,"test","limousine",2015,"manuell",116,10000,"benzin","nein"
"32485",3200,"test","kombi",2006,"automatik",150,150000,"benzin","nein"
"32486",1200,"test","kleinwagen",2003,"manuell",101,150000,"diesel","ja"
"32487",46900,"control","limousine",2010,"automatik",286,125000,"diesel","nein"
"32488",24500,"test","kleinwagen",2015,"manuell",136,20000,"benzin","nein"
"32489",3700,"test","bus",2010,"manuell",114,150000,"diesel","ja"
"32490",5900,"test","kombi",2005,"manuell",177,150000,"benzin","nein"
"32491",3900,"test","limousine",2003,"manuell",105,80000,"benzin","nein"
"32492",2100,"control","coupe",2000,"manuell",150,150000,"benzin","nein"
"32493",17500,"test","bus",2010,"automatik",204,150000,"diesel","nein"
"32494",1900,"control","limousine",2002,"manuell",147,150000,"benzin","nein"
"32495",10900,"control","kleinwagen",2013,"manuell",101,40000,"benzin","nein"
"32496",9000,"control","bus",2008,"automatik",150,150000,"diesel","nein"
"32497",12499,"control","kombi",2009,"manuell",120,150000,"diesel","nein"
"32498",1750,"test","bus",2001,"manuell",100,150000,"benzin","nein"
"32499",12450,"test","limousine",2011,"manuell",122,125000,"benzin","nein"
"32500",19250,"test","suv",2011,"automatik",143,90000,"diesel","ja"
"32501",1000,"test","limousine",2007,"manuell",105,125000,"benzin","ja"
"32502",4450,"test","kombi",2006,"manuell",155,150000,"diesel","nein"
"32503",88997,"control","cabrio",2011,"automatik",408,50000,"benzin","nein"
"32504",8390,"control","limousine",2004,"manuell",116,90000,"benzin","nein"
"32505",9999,"control","kombi",2006,"manuell",177,150000,"benzin","ja"
"32506",699,"test","kleinwagen",2000,"manuell",54,125000,"benzin","ja"
"32507",7499,"control","kombi",2009,"manuell",110,100000,"diesel","nein"
"32508",7990,"test","limousine",2006,"manuell",173,150000,"benzin","nein"
"32509",2450,"control","kleinwagen",2004,"manuell",64,150000,"diesel","nein"
"32510",12500,"test","coupe",2010,"automatik",306,30000,"benzin","nein"
"32511",1300,"control","limousine",2002,"manuell",145,150000,"benzin","ja"
"32512",5500,"control","kombi",2001,"automatik",184,150000,"diesel","nein"
"32513",4350,"test","kleinwagen",2007,"manuell",95,150000,"benzin","nein"
"32514",6000,"control","bus",2005,"manuell",131,150000,"diesel","nein"
"32515",7500,"control","kombi",2006,"manuell",204,150000,"benzin","nein"
"32516",8000,"control","kombi",2009,"manuell",140,150000,"diesel","nein"
"32517",1799,"test","kleinwagen",2006,"manuell",77,125000,"diesel","nein"
"32518",7490,"control","bus",2006,"manuell",116,90000,"benzin","nein"
"32519",1300,"test","bus",2003,"manuell",147,150000,"benzin","nein"
"32520",1399,"control","limousine",2003,"automatik",197,150000,"benzin","nein"
"32521",2500,"control","limousine",2000,"manuell",105,150000,"benzin","nein"
"32522",1550,"test","kleinwagen",2001,"manuell",75,150000,"benzin","nein"
"32523",4400,"test","kleinwagen",2010,"automatik",71,60000,"benzin","nein"
"32524",11350,"test","limousine",2007,"automatik",184,70000,"benzin","nein"
"32525",12950,"control","kleinwagen",2013,"manuell",156,40000,"benzin","nein"
"32526",9550,"test","limousine",2011,"manuell",125,80000,"benzin","nein"
"32527",13450,"test","limousine",2010,"manuell",120,90000,"benzin","nein"
"32528",8650,"test","bus",2010,"manuell",80,90000,"benzin","nein"
"32529",2990,"test","limousine",2005,"manuell",95,150000,"benzin","ja"
"32530",18590,"control","kombi",2010,"automatik",205,90000,"diesel","nein"
"32531",4700,"test","limousine",2005,"manuell",105,150000,"diesel","nein"
"32532",10999,"test","cabrio",2001,"manuell",170,80000,"benzin","nein"
"32533",3850,"control","kombi",2004,"manuell",131,150000,"diesel","nein"
"32534",7000,"test","kombi",2006,"manuell",140,150000,"diesel","nein"
"32535",4200,"control","kombi",2001,"automatik",150,150000,"diesel","nein"
"32536",6900,"control","kombi",2005,"manuell",105,150000,"diesel","nein"
"32537",22900,"control","suv",2016,"manuell",105,20000,"diesel","nein"
"32538",3000,"test","kleinwagen",2013,"manuell",1000,150000,"benzin","ja"
"32539",2500,"control","limousine",2000,"manuell",125,150000,"diesel","nein"
"32540",16500,"control","bus",2012,"manuell",109,50000,"diesel","nein"
"32541",11000,"test","cabrio",2007,"automatik",184,150000,"benzin","nein"
"32542",1700,"control","limousine",2001,"automatik",136,150000,"diesel","ja"
"32543",3200,"test","bus",2004,"automatik",126,125000,"benzin","nein"
"32544",7400,"control","limousine",2010,"manuell",120,70000,"benzin","nein"
"32545",4500,"test","limousine",2006,"manuell",122,150000,"diesel","nein"
"32546",8840,"test","kleinwagen",2012,"manuell",87,50000,"benzin","nein"
"32547",2899,"test","bus",2003,"manuell",69,150000,"diesel","nein"
"32548",40200,"control","bus",2013,"automatik",179,70000,"diesel","nein"
"32549",14450,"control","limousine",2011,"manuell",143,70000,"diesel","nein"
"32550",25000,"test","cabrio",2002,"automatik",306,70000,"benzin","nein"
"32551",8500,"control","kombi",2007,"automatik",140,150000,"diesel","nein"
"32552",700,"control","kombi",2002,"manuell",145,150000,"benzin","nein"
"32553",5100,"test","kombi",2006,"automatik",185,150000,"diesel","nein"
"32554",4500,"test","cabrio",2005,"manuell",136,150000,"benzin","nein"
"32555",10099,"control","kombi",2008,"manuell",177,150000,"diesel","nein"
"32556",9939,"test","coupe",2006,"manuell",260,100000,"benzin","nein"
"32557",7999,"control","limousine",2007,"manuell",170,150000,"diesel","nein"
"32558",5999,"control","limousine",2008,"manuell",116,125000,"benzin","nein"
"32559",8300,"control","cabrio",2006,"manuell",90,70000,"benzin","nein"
"32560",7990,"test","kombi",2008,"manuell",136,150000,"diesel","nein"
"32561",1850,"test","limousine",2000,"manuell",116,150000,"diesel","nein"
"32562",14800,"test","cabrio",2011,"manuell",126,40000,"benzin","nein"
"32563",550,"control","kleinwagen",2001,"manuell",58,150000,"benzin","nein"
"32564",4000,"test","bus",2006,"manuell",116,125000,"benzin","nein"
"32565",11500,"test","bus",2010,"manuell",131,70000,"diesel","nein"
"32566",1950,"test","kombi",2001,"manuell",136,150000,"diesel","nein"
"32567",7000,"control","limousine",2009,"manuell",75,125000,"benzin","nein"
"32568",5800,"test","kombi",2003,"automatik",177,150000,"diesel","nein"
"32569",1950,"control","kombi",2000,"manuell",90,150000,"benzin","nein"
"32570",2590,"test","coupe",2001,"manuell",163,150000,"benzin","nein"
"32571",8700,"test","limousine",2006,"manuell",180,150000,"diesel","nein"
"32572",12000,"control","kombi",2010,"manuell",143,150000,"diesel","nein"
"32573",4800,"test","kleinwagen",2009,"automatik",71,80000,"benzin","nein"
"32574",12400,"test","cabrio",2010,"automatik",140,60000,"benzin","nein"
"32575",7000,"control","kleinwagen",2011,"manuell",75,90000,"benzin","ja"
"32576",3500,"test","coupe",2001,"manuell",147,150000,"benzin","nein"
"32577",6500,"test","kleinwagen",2004,"manuell",75,150000,"diesel","nein"
"32578",27950,"test","limousine",2011,"automatik",204,100000,"diesel","nein"
"32579",1600,"test","limousine",2002,"manuell",101,150000,"diesel","ja"
"32580",4400,"control","limousine",2002,"manuell",131,150000,"diesel","nein"
"32581",3550,"control","kleinwagen",2007,"manuell",60,90000,"benzin","ja"
"32582",1500,"control","kleinwagen",2003,"manuell",58,125000,"benzin","nein"
"32583",13250,"test","kombi",2011,"manuell",140,125000,"diesel","nein"
"32584",3000,"control","kombi",2005,"manuell",150,150000,"diesel","nein"
"32585",8900,"test","kombi",2013,"manuell",105,80000,"diesel","nein"
"32586",22000,"control","coupe",2013,"manuell",211,30000,"benzin","nein"
"32587",1850,"control","kleinwagen",2000,"automatik",58,125000,"benzin","nein"
"32588",2600,"control","kombi",2002,"manuell",75,150000,"benzin","nein"
"32589",1650,"test","limousine",2001,"automatik",82,150000,"benzin","nein"
"32590",2490,"control","limousine",2000,"manuell",122,150000,"benzin","nein"
"32591",700,"control","kombi",2002,"automatik",135,150000,"diesel","ja"
"32592",1690,"control","bus",2002,"manuell",64,150000,"diesel","nein"
"32593",1900,"control","limousine",2001,"manuell",105,150000,"benzin","nein"
"32594",700,"test","kleinwagen",2000,"manuell",90,150000,"benzin","nein"
"32595",2200,"test","kombi",2000,"manuell",144,150000,"benzin","nein"
"32596",7300,"control","bus",2006,"manuell",150,90000,"benzin","nein"
"32597",12000,"test","coupe",2007,"manuell",239,150000,"diesel","nein"
"32598",4200,"test","kombi",2007,"automatik",170,150000,"diesel","ja"
"32599",3900,"test","limousine",2004,"manuell",102,150000,"benzin","nein"
"32600",1500,"control","kleinwagen",2000,"automatik",75,150000,"benzin","ja"
"32601",7990,"test","kleinwagen",2007,"manuell",174,100000,"benzin","nein"
"32602",1700,"test","kleinwagen",2005,"manuell",69,150000,"diesel","nein"
"32603",1350,"control","kleinwagen",2004,"manuell",60,125000,"benzin","nein"
"32604",26990,"control","limousine",2015,"manuell",150,20000,"diesel","nein"
"32605",999,"control","kombi",2003,"manuell",141,125000,"benzin","ja"
"32606",850,"test","kombi",2000,"manuell",101,150000,"diesel","nein"
"32607",9300,"control","kombi",2010,"automatik",160,150000,"diesel","nein"
"32608",29900,"test","cabrio",2005,"automatik",245,80000,"benzin","nein"
"32609",8500,"control","cabrio",2005,"manuell",163,150000,"benzin","ja"
"32610",3900,"control","kleinwagen",2008,"manuell",87,100000,"benzin","nein"
"32611",9290,"control","cabrio",2012,"manuell",102,40000,"benzin","nein"
"32612",5990,"control","kleinwagen",2009,"manuell",82,125000,"benzin","nein"
"32613",9000,"control","kleinwagen",2012,"manuell",82,30000,"benzin","nein"
"32614",5799,"test","kombi",2005,"automatik",140,150000,"diesel","nein"
"32615",1000,"test","bus",2004,"manuell",101,150000,"benzin","ja"
"32616",8490,"test","kombi",2005,"automatik",150,150000,"benzin","nein"
"32617",4600,"control","kombi",2002,"manuell",131,150000,"benzin","nein"
"32618",3800,"control","coupe",2006,"manuell",75,150000,"benzin","nein"
"32619",1500,"test","limousine",2003,"manuell",103,150000,"benzin","nein"
"32620",17000,"test","kleinwagen",2013,"automatik",179,30000,"benzin","nein"
"32621",8500,"control","bus",2007,"manuell",131,150000,"diesel","nein"
"32622",1999,"test","limousine",2001,"manuell",101,125000,"benzin","nein"
"32623",6499,"control","kombi",2003,"automatik",204,150000,"diesel","nein"
"32624",3299,"control","kleinwagen",2006,"manuell",60,150000,"benzin","nein"
"32625",1550,"control","bus",2002,"manuell",80,150000,"diesel","nein"
"32626",8300,"control","bus",2006,"manuell",101,100000,"diesel","nein"
"32627",3999,"control","kleinwagen",2007,"manuell",90,150000,"diesel","nein"
"32628",2150,"test","bus",2006,"manuell",86,150000,"diesel","nein"
"32629",3500,"test","kleinwagen",2006,"manuell",75,80000,"benzin","nein"
"32630",9000,"test","cabrio",2008,"manuell",126,60000,"benzin","nein"
"32631",5880,"test","coupe",2005,"manuell",140,150000,"diesel","nein"
"32632",1850,"test","limousine",2001,"manuell",75,150000,"benzin","nein"
"32633",6000,"control","limousine",2006,"manuell",129,150000,"benzin","nein"
"32634",800,"test","kleinwagen",2001,"manuell",60,150000,"benzin","nein"
"32635",4200,"control","kombi",2003,"manuell",116,125000,"benzin","nein"
"32636",850,"test","kombi",2001,"manuell",126,150000,"benzin","nein"
"32637",9850,"test","bus",2009,"automatik",140,150000,"benzin","nein"
"32638",22900,"control","coupe",2010,"manuell",211,70000,"benzin","nein"
"32639",20500,"test","limousine",2012,"automatik",211,50000,"benzin","nein"
"32640",2550,"test","limousine",2002,"manuell",97,150000,"benzin","nein"
"32641",7990,"test","kombi",2006,"manuell",177,80000,"diesel","nein"
"32642",1349,"control","kleinwagen",2003,"manuell",60,150000,"benzin","nein"
"32643",6200,"control","limousine",2003,"manuell",170,150000,"benzin","nein"
"32644",3700,"test","bus",2002,"manuell",109,150000,"diesel","nein"
"32645",4000,"control","kombi",2006,"manuell",90,90000,"benzin","ja"
"32646",4550,"control","bus",2004,"manuell",101,100000,"benzin","nein"
"32647",3990,"control","kombi",2005,"manuell",105,150000,"diesel","nein"
"32648",17199,"control","kombi",2009,"manuell",200,60000,"benzin","nein"
"32649",11750,"test","kombi",2006,"automatik",232,150000,"diesel","nein"
"32650",4299,"control","limousine",2004,"manuell",145,150000,"benzin","nein"
"32651",9900,"control","bus",2012,"manuell",90,40000,"benzin","nein"
"32652",5500,"test","suv",2002,"automatik",160,150000,"diesel","nein"
"32653",25500,"test","cabrio",2001,"manuell",300,100000,"benzin","nein"
"32654",31400,"control","cabrio",2009,"automatik",306,30000,"benzin","nein"
"32655",3100,"test","limousine",2004,"manuell",109,125000,"benzin","nein"
"32656",1190,"control","bus",2000,"manuell",125,150000,"benzin","ja"
"32657",1999,"control","kleinwagen",2003,"automatik",75,150000,"benzin","nein"
"32658",7750,"test","kombi",2009,"automatik",140,150000,"diesel","nein"
"32659",3950,"control","kleinwagen",2009,"manuell",60,70000,"benzin","nein"
"32660",9000,"test","kombi",2008,"manuell",143,90000,"benzin","nein"
"32661",3500,"control","limousine",2004,"manuell",122,125000,"benzin","nein"
"32662",9199,"test","limousine",2007,"manuell",200,80000,"benzin","nein"
"32663",5500,"control","kleinwagen",2012,"manuell",75,30000,"benzin","nein"
"32664",7299,"test","kombi",2008,"automatik",170,150000,"diesel","nein"
"32665",4200,"test","bus",2006,"manuell",65,150000,"diesel","nein"
"32666",46000,"control","cabrio",2014,"manuell",298,10000,"benzin","nein"
"32667",6500,"control","kombi",2007,"manuell",150,150000,"diesel","nein"
"32668",19750,"control","suv",2014,"manuell",129,20000,"diesel","nein"
"32669",16900,"control","limousine",2006,"automatik",205,30000,"diesel","nein"
"32670",1700,"control","limousine",2005,"manuell",65,150000,"diesel","nein"
"32671",2550,"control","limousine",2003,"manuell",101,150000,"diesel","nein"
"32672",2900,"test","kombi",2002,"manuell",140,150000,"benzin","nein"
"32673",2000,"test","limousine",2002,"manuell",95,100000,"diesel","nein"
"32674",14900,"test","kombi",2012,"manuell",102,70000,"diesel","nein"
"32675",1850,"control","kleinwagen",2004,"manuell",58,125000,"benzin","nein"
"32676",8999,"control","suv",2006,"automatik",190,150000,"diesel","nein"
"32677",8100,"control","bus",2008,"manuell",116,90000,"lpg","nein"
"32678",1270,"control","kleinwagen",2000,"manuell",54,125000,"benzin","nein"
"32679",2300,"test","kombi",2002,"manuell",150,150000,"diesel","ja"
"32680",7300,"test","suv",2006,"automatik",150,150000,"diesel","nein"
"32681",8000,"test","limousine",2004,"manuell",177,150000,"diesel","nein"
"32682",2750,"control","bus",2004,"manuell",75,100000,"benzin","nein"
"32683",550,"test","kombi",2001,"automatik",192,150000,"benzin","nein"
"32684",14200,"control","kombi",2007,"manuell",218,150000,"benzin","nein"
"32685",6450,"test","kleinwagen",2009,"manuell",120,125000,"benzin","nein"
"32686",15999,"control","limousine",2001,"manuell",490,150000,"benzin","nein"
"32687",4700,"test","kleinwagen",2009,"manuell",77,30000,"benzin","nein"
"32688",3099,"control","kleinwagen",2000,"manuell",60,125000,"benzin","nein"
"32689",16400,"control","bus",2011,"manuell",140,60000,"diesel","nein"
"32690",6990,"control","limousine",2007,"manuell",129,150000,"benzin","nein"
"32691",8300,"test","limousine",2008,"manuell",110,150000,"diesel","nein"
"32692",8300,"control","kleinwagen",2010,"automatik",97,60000,"benzin","nein"
"32693",2600,"control","kleinwagen",2004,"manuell",64,125000,"benzin","nein"
"32694",9900,"control","limousine",2011,"manuell",150,90000,"diesel","nein"
"32695",18000,"control","limousine",2010,"automatik",245,60000,"diesel","nein"
"32696",4190,"test","limousine",2009,"manuell",109,150000,"benzin","nein"
"32697",2750,"test","kombi",2003,"automatik",150,150000,"diesel","nein"
"32698",6700,"control","kombi",2006,"manuell",140,150000,"diesel","nein"
"32699",3650,"test","kombi",2005,"manuell",131,150000,"diesel","nein"
"32700",4500,"control","kombi",2007,"manuell",150,150000,"diesel","nein"
"32701",4500,"test","kombi",2004,"manuell",150,150000,"diesel","ja"
"32702",11900,"test","suv",2009,"manuell",140,150000,"diesel","nein"
"32703",3150,"test","limousine",2001,"manuell",105,125000,"benzin","nein"
"32704",1750,"control","kombi",2005,"manuell",121,150000,"diesel","nein"
"32705",2400,"test","kombi",2004,"manuell",131,150000,"diesel","nein"
"32706",7500,"test","suv",2004,"automatik",163,150000,"diesel","nein"
"32707",23300,"control","limousine",2012,"automatik",170,60000,"diesel","nein"
"32708",2450,"test","kleinwagen",2002,"manuell",75,150000,"diesel","ja"
"32709",9600,"control","suv",2006,"manuell",150,150000,"diesel","nein"
"32710",2850,"test","kleinwagen",2004,"manuell",60,70000,"benzin","nein"
"32711",699,"test","kombi",2003,"manuell",101,150000,"diesel","ja"
"32712",4500,"test","limousine",2009,"manuell",90,125000,"diesel","nein"
"32713",18490,"control","limousine",2011,"manuell",184,150000,"diesel","nein"
"32714",9999,"test","limousine",2011,"manuell",105,40000,"benzin","nein"
"32715",5400,"control","limousine",2005,"manuell",105,150000,"diesel","nein"
"32716",1400,"test","kombi",2001,"manuell",101,150000,"benzin","nein"
"32717",7997,"control","limousine",2007,"automatik",105,125000,"diesel","nein"
"32718",15500,"control","limousine",2009,"manuell",211,60000,"benzin","nein"
"32719",2750,"test","kleinwagen",2006,"manuell",54,80000,"benzin","nein"
"32720",990,"test","kleinwagen",2002,"manuell",54,125000,"benzin","ja"
"32721",6800,"control","kombi",2004,"manuell",220,150000,"benzin","nein"
"32722",5200,"control","limousine",2004,"manuell",143,150000,"benzin","nein"
"32723",5299,"test","limousine",2004,"manuell",102,150000,"benzin","nein"
"32724",54900,"control","coupe",2007,"automatik",420,30000,"benzin","nein"
"32725",19450,"test","limousine",2013,"manuell",150,60000,"diesel","nein"
"32726",4100,"test","bus",2003,"manuell",101,150000,"diesel","nein"
"32727",7499,"test","limousine",2005,"automatik",177,150000,"diesel","nein"
"32728",5490,"test","coupe",2006,"manuell",105,70000,"benzin","ja"
"32729",995,"control","limousine",2001,"manuell",109,90000,"benzin","nein"
"32730",10000,"control","limousine",2005,"manuell",150,150000,"diesel","nein"
"32731",1890,"control","kombi",2003,"automatik",75,150000,"benzin","nein"
"32732",11200,"control","kombi",2007,"automatik",232,150000,"diesel","nein"
"32733",31490,"test","limousine",2014,"automatik",184,30000,"diesel","nein"
"32734",10450,"test","kleinwagen",2010,"manuell",122,60000,"benzin","nein"
"32735",18500,"test","kombi",2007,"automatik",386,150000,"benzin","nein"
"32736",2850,"test","kombi",2004,"manuell",116,125000,"benzin","nein"
"32737",1999,"test","kombi",2001,"manuell",163,150000,"diesel","nein"
"32738",6499,"control","bus",2008,"manuell",140,125000,"benzin","nein"
"32739",4400,"test","kleinwagen",2009,"manuell",82,125000,"benzin","nein"
"32740",23450,"control","limousine",2010,"automatik",204,60000,"benzin","nein"
"32741",2200,"control","kleinwagen",2006,"manuell",75,125000,"benzin","ja"
"32742",10500,"test","limousine",2004,"automatik",192,125000,"benzin","nein"
"32743",4900,"control","cabrio",2005,"manuell",109,70000,"benzin","nein"
"32744",1950,"control","kleinwagen",2003,"manuell",50,90000,"benzin","nein"
"32745",3399,"control","bus",2006,"manuell",101,150000,"diesel","nein"
"32746",1490,"control","kombi",2001,"automatik",204,150000,"benzin","nein"
"32747",4700,"test","bus",2005,"manuell",136,150000,"benzin","nein"
"32748",3800,"control","kombi",2000,"automatik",250,150000,"lpg","nein"
"32749",5600,"test","bus",2007,"manuell",120,150000,"diesel","nein"
"32750",1899,"control","kleinwagen",2002,"manuell",116,150000,"benzin","nein"
"32751",5499,"control","kombi",2007,"manuell",140,150000,"diesel","nein"
"32752",17500,"test","suv",2007,"automatik",235,150000,"diesel","nein"
"32753",9000,"control","bus",2002,"manuell",131,150000,"diesel","nein"
"32754",2500,"control","limousine",2007,"automatik",218,150000,"diesel","ja"
"32755",4900,"control","limousine",2004,"manuell",102,150000,"benzin","nein"
"32756",7500,"test","cabrio",2003,"manuell",163,125000,"benzin","nein"
"32757",900,"control","limousine",2002,"manuell",121,150000,"diesel","nein"
"32758",5300,"test","limousine",2002,"manuell",170,150000,"benzin","nein"
"32759",3600,"test","bus",2005,"automatik",103,150000,"diesel","nein"
"32760",4599,"test","limousine",2003,"manuell",177,150000,"diesel","nein"
"32761",5000,"test","limousine",2009,"automatik",88,100000,"hybrid","nein"
"32762",2000,"test","kleinwagen",2005,"manuell",92,150000,"benzin","nein"
"32763",3350,"test","kleinwagen",2006,"manuell",75,150000,"benzin","nein"
"32764",19199,"control","cabrio",2009,"automatik",211,125000,"benzin","nein"
"32765",4150,"control","kleinwagen",2004,"manuell",90,150000,"benzin","nein"
"32766",10400,"test","cabrio",2006,"manuell",163,150000,"benzin","nein"
"32767",8000,"test","kombi",2005,"automatik",224,150000,"diesel","nein"
"32768",17990,"test","kombi",2013,"manuell",136,150000,"diesel","nein"
"32769",1100,"control","limousine",2000,"manuell",65,150000,"benzin","nein"
"32770",2850,"test","kombi",2003,"automatik",131,150000,"diesel","nein"
"32771",4990,"test","cabrio",2008,"automatik",71,125000,"benzin","nein"
"32772",6799,"control","kleinwagen",2011,"manuell",75,60000,"benzin","nein"
"32773",3250,"control","bus",2003,"automatik",177,150000,"diesel","nein"
"32774",7900,"control","kombi",2008,"automatik",170,150000,"diesel","nein"
"32775",6290,"test","limousine",2012,"manuell",75,60000,"benzin","nein"
"32776",9500,"test","cabrio",2008,"manuell",116,150000,"benzin","nein"
"32777",16990,"test","cabrio",2004,"automatik",333,150000,"benzin","nein"
"32778",2600,"control","kleinwagen",2000,"manuell",86,150000,"benzin","nein"
"32779",4100,"test","kleinwagen",2003,"manuell",54,90000,"benzin","nein"
"32780",1500,"test","kleinwagen",2004,"manuell",60,150000,"benzin","nein"
"32781",3999,"test","kombi",2004,"manuell",101,150000,"diesel","nein"
"32782",2300,"control","limousine",2002,"manuell",173,150000,"benzin","nein"
