"","price","abtest","vehicleType","yearOfRegistration","gearbox","powerPS","kilometer","fuelType","notRepairedDamage"
"32783",1200,"control","kleinwagen",2001,"manuell",50,80000,"benzin","nein"
"32784",2650,"control","kleinwagen",2002,"automatik",83,125000,"benzin","nein"
"32785",950,"test","kombi",2003,"manuell",131,150000,"diesel","ja"
"32786",2950,"test","cabrio",2002,"automatik",109,100000,"benzin","nein"
"32787",6500,"control","bus",2005,"manuell",129,150000,"benzin","nein"
"32788",44800,"control","suv",2011,"automatik",245,100000,"diesel","nein"
"32789",3700,"control","limousine",2006,"manuell",101,150000,"benzin","nein"
"32790",15500,"control","limousine",2007,"automatik",235,150000,"diesel","ja"
"32791",3700,"control","kombi",2003,"manuell",101,150000,"diesel","nein"
"32792",14999,"test","kombi",2013,"manuell",143,150000,"diesel","nein"
"32793",6500,"test","limousine",2006,"automatik",143,125000,"benzin","nein"
"32794",1000,"test","kombi",2000,"manuell",131,150000,"benzin","nein"
"32795",4150,"control","bus",2005,"automatik",91,125000,"diesel","nein"
"32796",3600,"test","kombi",2004,"manuell",150,150000,"diesel","nein"
"32797",19650,"control","bus",2011,"automatik",140,125000,"diesel","nein"
"32798",800,"test","limousine",2000,"manuell",101,150000,"benzin","nein"
"32799",3300,"test","kleinwagen",2010,"manuell",52,150000,"benzin","nein"
"32800",15250,"control","limousine",2008,"automatik",179,150000,"diesel","nein"
"32801",2699,"control","kleinwagen",2003,"manuell",101,125000,"benzin","nein"
"32802",22900,"test","suv",2012,"automatik",163,125000,"diesel","nein"
"32803",4000,"control","kombi",2005,"manuell",101,150000,"diesel","nein"
"32804",8999,"test","kombi",2003,"manuell",163,150000,"benzin","nein"
"32805",18000,"test","limousine",2014,"manuell",86,40000,"benzin","nein"
"32806",4999,"control","bus",2006,"manuell",105,150000,"diesel","nein"
"32807",11999,"test","kombi",2008,"manuell",175,150000,"diesel","nein"
"32808",8900,"control","kombi",2006,"manuell",150,125000,"diesel","nein"
"32809",14900,"test","coupe",2008,"manuell",200,90000,"benzin","nein"
"32810",8900,"test","kombi",2012,"manuell",100,125000,"diesel","nein"
"32811",1000,"control","kleinwagen",2000,"manuell",75,150000,"benzin","nein"
"32812",3750,"test","kleinwagen",2009,"manuell",65,90000,"benzin","nein"
"32813",1400,"control","kleinwagen",2002,"manuell",75,150000,"benzin","nein"
"32814",1299,"test","limousine",2001,"manuell",125,150000,"benzin","nein"
"32815",9399,"test","limousine",2012,"manuell",114,100000,"diesel","nein"
"32816",1000,"control","kombi",2002,"manuell",131,150000,"diesel","nein"
"32817",4600,"test","limousine",2003,"manuell",102,150000,"benzin","nein"
"32818",1500,"test","limousine",2001,"automatik",139,150000,"benzin","nein"
"32819",6900,"test","cabrio",2007,"manuell",120,150000,"benzin","nein"
"32820",2450,"test","kombi",2002,"manuell",150,150000,"diesel","nein"
"32821",2999,"test","kleinwagen",2007,"manuell",75,150000,"benzin","nein"
"32822",7400,"control","bus",2006,"manuell",150,90000,"benzin","nein"
"32823",7290,"control","kombi",2004,"automatik",177,150000,"diesel","nein"
"32824",4500,"test","kombi",2009,"manuell",109,150000,"diesel","nein"
"32825",33800,"test","kombi",2012,"automatik",204,90000,"diesel","nein"
"32826",2000,"control","kombi",2001,"manuell",116,150000,"diesel","nein"
"32827",1250,"control","kleinwagen",2008,"manuell",80,60000,"benzin","ja"
"32828",15700,"control","bus",2005,"manuell",174,150000,"diesel","nein"
"32829",8500,"control","limousine",2007,"automatik",231,150000,"diesel","nein"
"32830",16990,"test","kombi",2012,"automatik",240,150000,"benzin","nein"
"32831",901,"test","kleinwagen",2000,"manuell",75,150000,"benzin","nein"
"32832",2800,"test","kombi",2006,"manuell",130,150000,"diesel","nein"
"32833",3900,"control","limousine",2003,"automatik",170,150000,"benzin","ja"
"32834",46750,"test","cabrio",2005,"manuell",355,80000,"benzin","nein"
"32835",1300,"test","bus",2000,"manuell",122,150000,"benzin","nein"
"32836",22500,"control","kombi",2010,"manuell",211,70000,"benzin","nein"
"32837",13000,"test","limousine",2008,"automatik",190,150000,"diesel","nein"
"32838",9500,"control","limousine",2006,"automatik",272,150000,"diesel","nein"
"32839",6500,"control","limousine",2007,"automatik",95,150000,"hybrid","nein"
"32840",5500,"control","cabrio",2007,"manuell",109,50000,"benzin","nein"
"32841",2700,"test","kleinwagen",2002,"manuell",50,150000,"benzin","nein"
"32842",4500,"test","limousine",2007,"automatik",140,150000,"lpg","nein"
"32843",8900,"control","limousine",2008,"manuell",102,70000,"benzin","nein"
"32844",2999,"test","kleinwagen",2007,"manuell",68,150000,"diesel","nein"
"32845",2000,"test","kombi",2000,"automatik",230,150000,"benzin","nein"
"32846",7300,"control","limousine",2004,"manuell",143,125000,"benzin","nein"
"32847",7699,"test","limousine",2003,"automatik",272,150000,"benzin","nein"
"32848",5300,"control","kombi",2008,"manuell",115,125000,"benzin","nein"
"32849",6250,"control","kombi",2005,"manuell",140,150000,"diesel","nein"
"32850",12500,"test","limousine",2005,"manuell",177,150000,"diesel","nein"
"32851",1550,"test","limousine",2000,"manuell",75,150000,"benzin","nein"
"32852",11950,"test","limousine",2011,"manuell",122,50000,"benzin","nein"
"32853",2900,"test","kleinwagen",2007,"manuell",75,125000,"benzin","nein"
"32854",15550,"test","kombi",2011,"manuell",136,100000,"diesel","nein"
"32855",4200,"control","limousine",2004,"manuell",102,150000,"benzin","nein"
"32856",5950,"test","limousine",2005,"manuell",250,150000,"benzin","nein"
"32857",2550,"test","kombi",2004,"automatik",163,150000,"diesel","ja"
"32858",48000,"control","coupe",2011,"automatik",557,100000,"benzin","nein"
"32859",8250,"control","kleinwagen",2013,"manuell",75,30000,"benzin","nein"
"32860",3999,"control","kombi",2006,"manuell",170,150000,"diesel","nein"
"32861",1800,"test","limousine",2000,"manuell",150,150000,"benzin","nein"
"32862",4600,"control","bus",2005,"manuell",105,150000,"diesel","nein"
"32863",1300,"control","limousine",2001,"manuell",98,150000,"benzin","nein"
"32864",2400,"control","limousine",2004,"manuell",105,125000,"benzin","nein"
"32865",6300,"control","kleinwagen",2010,"automatik",84,70000,"benzin","nein"
"32866",3900,"control","kombi",2002,"automatik",193,150000,"benzin","nein"
"32867",14950,"control","suv",2013,"automatik",105,40000,"benzin","nein"
"32868",1400,"control","limousine",2002,"manuell",101,150000,"benzin","ja"
"32869",16500,"test","limousine",2010,"automatik",150,70000,"benzin","nein"
"32870",7000,"control","bus",2013,"automatik",140,40000,"diesel","nein"
"32871",33600,"control","coupe",2011,"automatik",340,100000,"benzin","nein"
"32872",1200,"test","bus",2000,"manuell",82,150000,"diesel","nein"
"32873",8500,"test","limousine",2006,"manuell",170,150000,"diesel","nein"
"32874",5980,"test","cabrio",2002,"manuell",118,150000,"benzin","nein"
"32875",9990,"control","limousine",2011,"manuell",105,70000,"benzin","nein"
"32876",7100,"test","kleinwagen",2011,"manuell",60,60000,"benzin","nein"
"32877",4200,"test","bus",2008,"manuell",109,150000,"benzin","nein"
"32878",12000,"test","limousine",2010,"manuell",105,70000,"diesel","nein"
"32879",6000,"test","kleinwagen",2012,"manuell",75,70000,"benzin","nein"
"32880",900,"test","kleinwagen",2001,"manuell",58,150000,"benzin","nein"
"32881",16900,"test","suv",2000,"automatik",163,100000,"diesel","nein"
"32882",6500,"test","suv",2003,"automatik",273,125000,"benzin","nein"
"32883",3900,"test","limousine",2001,"manuell",141,150000,"benzin","nein"
"32884",12900,"test","cabrio",2008,"manuell",177,150000,"diesel","nein"
"32885",7500,"control","bus",2003,"automatik",102,150000,"diesel","nein"
"32886",9200,"test","cabrio",2001,"automatik",279,150000,"benzin","nein"
"32887",26450,"test","bus",2013,"automatik",140,70000,"diesel","nein"
"32888",7500,"test","kombi",2010,"manuell",120,70000,"benzin","nein"
"32889",3900,"control","cabrio",2004,"automatik",1,90000,"benzin","nein"
"32890",22900,"test","kombi",2010,"automatik",190,125000,"diesel","nein"
"32891",4750,"test","bus",2000,"manuell",80,70000,"diesel","nein"
"32892",32900,"test","kombi",2013,"automatik",245,150000,"diesel","nein"
"32893",28500,"test","limousine",2014,"automatik",179,50000,"benzin","nein"
"32894",2500,"control","bus",2004,"automatik",177,150000,"diesel","ja"
"32895",24950,"control","kleinwagen",2015,"automatik",136,10000,"benzin","nein"
"32896",36950,"test","limousine",2010,"automatik",299,90000,"diesel","nein"
"32897",1300,"test","kleinwagen",2006,"manuell",58,150000,"benzin","nein"
"32898",3666,"test","coupe",2004,"manuell",143,150000,"benzin","nein"
"32899",850,"test","limousine",2000,"manuell",95,150000,"benzin","nein"
"32900",19980,"control","cabrio",2008,"automatik",256,150000,"benzin","nein"
"32901",47500,"control","cabrio",2007,"manuell",325,150000,"benzin","nein"
"32902",1550,"test","kleinwagen",2002,"manuell",68,150000,"diesel","nein"
"32903",10800,"control","limousine",2006,"automatik",367,150000,"benzin","ja"
"32904",6500,"test","kombi",2007,"manuell",105,150000,"diesel","nein"
"32905",26950,"control","cabrio",2012,"automatik",204,60000,"diesel","nein"
"32906",9100,"test","suv",2002,"automatik",250,150000,"diesel","nein"
"32907",11200,"test","limousine",2010,"manuell",122,90000,"benzin","nein"
"32908",2450,"control","kombi",2004,"manuell",110,150000,"diesel","nein"
"32909",8999,"test","bus",2004,"automatik",150,150000,"diesel","nein"
"32910",2850,"control","coupe",2002,"manuell",143,150000,"benzin","nein"
"32911",5300,"control","limousine",2006,"manuell",200,150000,"benzin","nein"
"32912",7500,"control","kombi",2011,"manuell",105,100000,"benzin","nein"
"32913",34700,"control","limousine",2012,"automatik",340,125000,"diesel","nein"
"32914",6500,"test","kombi",2009,"manuell",105,150000,"diesel","nein"
"32915",9000,"test","kombi",2008,"manuell",116,125000,"benzin","nein"
"32916",4250,"control","kleinwagen",2007,"manuell",69,150000,"diesel","nein"
"32917",750,"control","kleinwagen",2001,"manuell",50,150000,"benzin","ja"
"32918",650,"test","bus",2000,"manuell",130,150000,"diesel","nein"
"32919",9600,"control","limousine",2007,"manuell",163,150000,"diesel","nein"
"32920",7450,"test","kleinwagen",2013,"automatik",71,20000,"benzin","nein"
"32921",3500,"control","cabrio",2003,"manuell",109,125000,"benzin","nein"
"32922",8000,"control","kombi",2011,"automatik",310,80000,"diesel","nein"
"32923",6099,"control","kleinwagen",2007,"manuell",150,50000,"benzin","ja"
"32924",4100,"test","cabrio",2001,"manuell",110,125000,"benzin","nein"
"32925",2900,"test","limousine",2004,"manuell",105,150000,"benzin","nein"
"32926",7500,"test","kleinwagen",2010,"manuell",87,40000,"benzin","nein"
"32927",13900,"test","limousine",2010,"manuell",143,80000,"benzin","nein"
"32928",3500,"control","limousine",2002,"manuell",131,150000,"diesel","nein"
"32929",2500,"control","kombi",2002,"manuell",116,150000,"benzin","nein"
"32930",45500,"control","coupe",2015,"manuell",224,10000,"benzin","nein"
"32931",3100,"control","kleinwagen",2005,"manuell",65,90000,"benzin","nein"
"32932",1999,"test","limousine",2001,"manuell",50,150000,"benzin","nein"
"32933",4400,"test","kombi",2002,"automatik",179,150000,"diesel","nein"
"32934",5790,"control","kombi",2006,"manuell",143,150000,"benzin","nein"
"32935",4800,"control","kleinwagen",2002,"manuell",116,100000,"benzin","nein"
"32936",2390,"control","cabrio",2004,"manuell",109,150000,"benzin","nein"
"32937",10900,"control","kleinwagen",2011,"manuell",105,150000,"diesel","nein"
"32938",16100,"test","kombi",2011,"manuell",184,150000,"diesel","nein"
"32939",5499,"control","coupe",2005,"manuell",122,150000,"benzin","nein"
"32940",10990,"test","limousine",2004,"automatik",177,150000,"diesel","nein"
"32941",6450,"control","kombi",2008,"automatik",224,150000,"diesel","ja"
"32942",1999,"test","coupe",2001,"automatik",143,150000,"diesel","ja"
"32943",4499,"control","kleinwagen",2011,"manuell",60,80000,"benzin","ja"
"32944",16499,"control","kombi",2010,"manuell",143,80000,"diesel","nein"
"32945",2550,"control","kleinwagen",2011,"manuell",60,150000,"benzin","nein"
"32946",4400,"test","kombi",2008,"manuell",150,150000,"diesel","nein"
"32947",13800,"control","cabrio",2010,"manuell",184,100000,"benzin","ja"
"32948",2690,"control","kleinwagen",2006,"manuell",80,150000,"benzin","nein"
"32949",9000,"test","kombi",2009,"manuell",122,125000,"benzin","nein"
"32950",16750,"control","limousine",2014,"automatik",105,20000,"benzin","nein"
"32951",3900,"test","limousine",2001,"manuell",163,125000,"benzin","nein"
"32952",3400,"test","kombi",2009,"manuell",109,150000,"diesel","nein"
"32953",5000,"test","bus",2001,"manuell",129,150000,"diesel","nein"
"32954",6500,"test","limousine",2006,"automatik",207,150000,"diesel","nein"
"32955",2850,"test","bus",2001,"manuell",101,150000,"diesel","nein"
"32956",14000,"control","kleinwagen",2013,"manuell",110,50000,"benzin","nein"
"32957",19499,"test","coupe",2010,"manuell",239,150000,"diesel","nein"
"32958",8900,"test","bus",2011,"manuell",92,90000,"diesel","nein"
"32959",3999,"test","cabrio",2001,"manuell",116,150000,"benzin","nein"
"32960",15200,"control","coupe",2008,"manuell",204,150000,"diesel","nein"
"32961",14999,"control","limousine",2008,"manuell",200,30000,"benzin","nein"
"32962",3150,"test","kleinwagen",2006,"manuell",60,125000,"benzin","nein"
"32963",11975,"test","bus",2009,"manuell",160,70000,"benzin","nein"
"32964",4250,"test","kombi",2006,"manuell",170,150000,"diesel","ja"
"32965",1190,"control","kombi",2005,"manuell",101,150000,"diesel","nein"
"32966",10850,"control","limousine",2003,"automatik",333,150000,"benzin","nein"
"32967",63499,"test","limousine",2015,"automatik",258,20000,"diesel","nein"
"32968",14800,"control","kombi",2009,"automatik",235,150000,"diesel","ja"
"32969",2299,"test","kleinwagen",2006,"manuell",58,100000,"benzin","nein"
"32970",2100,"test","coupe",2000,"manuell",131,150000,"diesel","nein"
"32971",5500,"control","bus",2005,"manuell",150,150000,"diesel","nein"
"32972",2500,"test","bus",2001,"manuell",102,150000,"benzin","nein"
"32973",2300,"test","kombi",2000,"automatik",184,150000,"diesel","nein"
"32974",5999,"test","kombi",2005,"automatik",150,150000,"benzin","nein"
"32975",12200,"control","bus",2011,"manuell",102,80000,"diesel","nein"
"32976",20900,"control","cabrio",2010,"manuell",177,90000,"diesel","nein"
"32977",6999,"test","limousine",2009,"manuell",105,150000,"diesel","nein"
"32978",3199,"test","bus",2004,"manuell",88,150000,"diesel","nein"
"32979",14500,"test","kombi",2011,"manuell",111,60000,"diesel","nein"
"32980",4500,"control","bus",2004,"manuell",150,150000,"diesel","nein"
"32981",33499,"test","cabrio",2010,"automatik",310,80000,"benzin","nein"
"32982",8600,"control","kombi",2006,"manuell",102,50000,"benzin","nein"
"32983",1499,"control","kombi",2000,"manuell",105,150000,"benzin","nein"
"32984",11500,"control","bus",2012,"manuell",140,150000,"diesel","nein"
"32985",3950,"test","limousine",2006,"automatik",163,150000,"diesel","nein"
"32986",9350,"test","limousine",2004,"automatik",150,125000,"diesel","nein"
"32987",4850,"control","kleinwagen",2006,"manuell",69,150000,"diesel","nein"
"32988",5900,"test","coupe",2004,"automatik",164,100000,"lpg","nein"
"32989",8500,"control","suv",2004,"automatik",140,150000,"diesel","nein"
"32990",12750,"control","coupe",2009,"automatik",211,150000,"benzin","nein"
"32991",4850,"test","kleinwagen",2009,"manuell",58,30000,"benzin","nein"
"32992",4545,"control","bus",2005,"manuell",116,150000,"benzin","nein"
"32993",2000,"control","limousine",2001,"manuell",82,150000,"benzin","nein"
"32994",2499,"control","limousine",2002,"manuell",131,150000,"diesel","nein"
"32995",10000,"test","limousine",2009,"automatik",197,150000,"diesel","ja"
"32996",999,"test","coupe",2001,"manuell",142,150000,"benzin","nein"
"32997",6900,"test","limousine",2005,"automatik",163,150000,"benzin","nein"
"32998",4000,"test","bus",2008,"automatik",179,100000,"diesel","nein"
"32999",2950,"control","kleinwagen",2003,"manuell",103,125000,"benzin","nein"
"33000",17500,"control","suv",2011,"manuell",170,60000,"benzin","nein"
"33001",1690,"test","kombi",2007,"manuell",131,150000,"diesel","nein"
"33002",13500,"control","cabrio",2005,"manuell",231,150000,"benzin","nein"
"33003",4000,"control","limousine",2012,"manuell",75,30000,"benzin","ja"
"33004",25999,"control","cabrio",2008,"manuell",295,90000,"benzin","nein"
"33005",1650,"control","bus",2002,"manuell",110,125000,"benzin","nein"
"33006",600,"control","limousine",2001,"manuell",120,150000,"benzin","nein"
"33007",7290,"control","limousine",2010,"automatik",88,125000,"hybrid","nein"
"33008",2500,"test","suv",2002,"manuell",150,150000,"benzin","ja"
"33009",4600,"control","bus",2005,"manuell",75,150000,"benzin","nein"
"33010",11555,"test","cabrio",2007,"automatik",140,100000,"diesel","nein"
"33011",3950,"control","kleinwagen",2009,"manuell",60,80000,"benzin","nein"
"33012",10990,"control","kombi",2008,"automatik",140,150000,"diesel","nein"
"33013",11500,"test","bus",2010,"manuell",140,150000,"diesel","nein"
"33014",6500,"test","kombi",2003,"manuell",204,150000,"diesel","nein"
